Smooth,Charismatic_H
Repellent,Charismatic_L
Charmless,Charismatic_L
Foul,Charismatic_L
Repugnant,Charismatic_L
Repulsive,Charismatic_VL
Revolting,Charismatic_VL
Disgusting,Charismatic_VL
Abhorrent,Charismatic_VL
Jolly,Happy_VH
Merry,Happy_VH
Joyful,Happy_VH
Breezy,Happy_VH
Contented,Happy_VH
Satisfied,Happy_H
Bubbly,Happy_H
Perky,Happy_H
Cheery,Happy_H
Sanguine,Happy_H
Sad,Happy_L
Unhappy,Happy_L
Discontented,Happy_L
Blue,Happy_L
Depressed,Happy_VL
Sorrowful,Happy_VL
Disaffected,Happy_VL
Dissatisfied,Happy_VL
Ebullient,Jovial_VH
Hearty,Jovial_VH
Lively,Jovial_VH
Vivacious,Jovial_VH
Radiant,Jovial_VH
Exuberant,Jovial_H
Flamboyant,Jovial_H
Effervescent,Jovial_H
Sad,Jovial_L
Unhappy,Jovial_L
Discontented,Jovial_L
Melancholic,Jovial_L
Morbid,Jovial_L
Dark,Jovial_L
Depressed,Jovial_VL
Miserable,Jovial_VL
Gloomy,Jovial_VL
Dissatisfied,Jovial_VL
Colorful,Dramatic_VH
Vibrant,Dramatic_VH
Gaudy,Dramatic_VH
Garish,Dramatic_VH
Glamorous,Dramatic_VH
Theatrical,Dramatic_VH
Vivid,Dramatic_H
Thrilling,Dramatic_H
Startling,Dramatic_H
Climactic,Dramatic_H
Apathetic,Dramatic_L
Disinterested,Dramatic_L
Frigid,Dramatic_L
Lethargic,Dramatic_L
Drab,Dramatic_VL
Colorless,Dramatic_VL
Phlegmatic,Dramatic_VL
Dreary,Dramatic_VL
Dull,Dramatic_VL
Conciliatory,Pacifying_VH
Placatory,Pacifying_VH
Appeasing,Pacifying_VH
Peacemaking,Pacifying_VH
Mollifying,Pacifying_H
Propitiatory,Pacifying_H
Irritating,Pacifying_L
Provocative,Pacifying_L
Annoying,Pacifying_L
Disturbing,Pacifying_VL
Bothersome,Pacifying_VL
Vexatious,Pacifying_VL
Self-assured,Confident_VH
Decisive,Confident_VH
Resolute,Confident_VH
Secure,Confident_VH
Uninhibited,Confident_VH
Crisp,Confident_VH
Certain,Confident_VH
Composed,Confident_H
Level-Headed,Confident_H
Unflappable,Confident_H
Poised,Confident_H
Retiring,Confident_L
Self-conscious,Confident_L
Hesitant,Confident_L
Uncertain,Confident_L
Unsure,Confident_VL
Unconfident,Confident_VL
Insecure,Confident_VL
Shy,Confident_VL
Bashful,Confident_VL
Diffident,Confident_VL
Indecisive,Confident_VL
Inhibited,Confident_VL
Motivated,Diligent_VH
Driven,Diligent_VH
Inspired,Diligent_VH
Determined,Diligent_VH
Purposeful,Diligent_VH
Committed,Diligent_VH
Competitive,Diligent_VH
Enterprising,Diligent_VH
Entrepreneurial,Diligent_VH
Pioneering,Diligent_VH
Focused,Diligent_VH
Industrious,Diligent_H
Hard-working,Diligent_H
Assiduous,Diligent_H
Conscientious,Diligent_H
Dedicated,Diligent_H
Dutiful,Diligent_H
Ambitious,Diligent_H
Unambitious,Diligent_L
Limited,Diligent_L
Shiftless,Diligent_L
Lazy,Diligent_VL
Idle,Diligent_VL
Slothful,Diligent_VL
Indolent,Diligent_VL
Aimless,Diligent_VL
Complacent,Diligent_VL
Thorough,Meticulous_VH
Discreet,Meticulous_VH
Precise,Meticulous_VH
Scrupulous,Meticulous_VH
Calculating,Meticulous_VH
Cautious,Meticulous_H
Circumspect,Meticulous_H
Safe,Meticulous_H
Impulsive,Meticulous_L
Impetuous,Meticulous_L
Mechanical,Meticulous_L
Careless,Meticulous_VL
Shoddy,Meticulous_VL
Negligent,Meticulous_VL
Slovenly,Meticulous_VL
Spontaneous,Meticulous_VL
Thoughtful,Mindful_VH
Considerate,Mindful_VH
Heedful,Mindful_H
Careful,Mindful_H
Tactful,Mindful_H
Diplomatic,Mindful_H
Heedless,Mindful_L
Unmindful,Mindful_L
Tactless,Mindful_L
Inconsiderate,Mindful_VL
Neglectful,Mindful_VL
Uncaring,Mindful_VL
Helpful,Accommodating_VH
Unselfish,Accommodating_VH
Welcoming,Accommodating_VH
Obliging,Accommodating_H
Discourteous,Accommodating_L
Unobliging,Accommodating_VL
Unhelpful,Accommodating_VL
Constant,Loyal_VH
Faithful,Loyal_VH
Devoted,Loyal_VH
Staunch,Loyal_H
Patriotic,Loyal_H
Devout,Loyal_H
Faithless,Loyal_L
0,Loyal_L
Unpatriotic,Loyal_L
Treacherous,Loyal_VL
Disloyal,Loyal_VL
Unfaithful,Loyal_VL
Trustworthy,Responsible_VH
Dependable,Responsible_VH
Reliable,Responsible_VH
Confidential,Responsible_H
Accountable,Responsible_H
Answerable,Responsible_H
Undependable,Responsible_L
Unaccountable,Responsible_L
Untrustworthy,Responsible_VL
Unreliable,Responsible_VL
Irresponsible,Responsible_VL
Pensive,Contemplative_VH
Reflective,Contemplative_VH
Meditative,Contemplative_VH
Musing,Contemplative_VH
Ruminative,Contemplative_VH
Thoughtful,Contemplative_VH
Curious,Contemplative_H
Interested,Contemplative_H
Inquisitive,Contemplative_H
Questioning,Contemplative_H
Unconcerned,Contemplative_L
Offhand,Contemplative_L
Dry,Contemplative_L
Blasé,Contemplative_L
Uninterested,Contemplative_VL
Vacant,Contemplative_VL
Apathetic,Contemplative_VL
Indifferent,Contemplative_VL
Distractible,Contemplative_VL
Incurious,Contemplative_VL
Polite,Courteous_VH
Civil,Courteous_VH
Respectful,Courteous_VH
Gracious,Courteous_VH
Polished,Courteous_VH
Well-bred,Courteous_VH
Well-mannered,Courteous_VH
Inoffensive,Courteous_VH
Unobjectionable,Courteous_VH
Innocuous,Courteous_VH
Appropriate,Courteous_H
Expedient,Courteous_H
Mannered,Courteous_H
Ceremonious,Courteous_H
Civilized,Courteous_H
Mannerly,Courteous_H
Businesslike,Courteous_H
Professional,Courteous_H
Rude,Courteous_L
Impolite,Courteous_L
Bad-mannered,Courteous_L
Discourteous,Courteous_L
Uncivil,Courteous_L
Impertinent,Courteous_L
Offensive,Courteous_L
Coarse,Courteous_L
Crude,Courteous_L
Disrespectful,Courteous_L
Inappropriate,Courteous_L
Vulgar,Courteous_VL
Earthy,Courteous_VL
Unceremonious,Courteous_VL
Primitive,Courteous_VL
Boorish,Courteous_VL
Impudent,Courteous_VL
Insolent,Courteous_VL
Unprofessional,Courteous_VL
Imaginative,Creative_VH
Innovative,Creative_VH
Original,Creative_VH
Resourceful,Creative_H
Experimental,Creative_H
Inventive,Creative_H
Unoriginal,Creative_L
Conventional,Creative_L
Imitative,Creative_VL
Predictable,Creative_VL
Timeworn,Creative_VL
Cultured,Objectivity_VH
Refined,Objectivity_VH
Cultivated,Objectivity_VH
Liberal,Objectivity_VH
Tolerant,Objectivity_VH
Unprejudiced,Objectivity_VH
Unbigoted,Objectivity_VH
Enlightened,Objectivity_H
Objective,Objectivity_H
Impartial,Objectivity_H
Patient,Objectivity_H
Stoic,Objectivity_H
Forbearing,Objectivity_H
Neutral,Objectivity_H
Progressive,Objectivity_H
Open,Objectivity_H
Minded,Objectivity_H
Rustic,Objectivity_L
Unsophisticated,Objectivity_L
Uncultured,Objectivity_L
Unrefined,Objectivity_L
Simple,Objectivity_VL
Impatient,Objectivity_VL
Naïve,Objectivity_VL
Narrow,Objectivity_VL
Narrow-minded,Objectivity_VL
Subjective,Objectivity_VL
Direct,Frankness_VH
Frank,Frankness_VH
Candid,Frankness_VH
Transparent,Frankness_VH
Straightforward,Frankness_VH
Blunt,Frankness_VH
Forthright,Frankness_H
Genuine,Frankness_H
Authentic,Frankness_H
Sincere,Frankness_H
Abrupt,Frankness_H
Outspoken,Frankness_H
Short,Frankness_H
Insincere,Frankness_L
Deceptive,Frankness_L
Noncommittal,Frankness_L
Evasive,Frankness_VL
Equivocal,Frankness_VL
Artificial,Frankness_VL
Deceitful,Frankness_VL
Dishonest,Frankness_VL
Fraudulent,Frankness_VL
Orderly,Disciplined_VH
Controlled,Disciplined_VH
Behaved,Disciplined_VH
Self-Controlled,Disciplined_H
Structured,Disciplined_H
Disruptive,Disciplined_L
Rowdy,Disciplined_L
Undisciplined,Disciplined_VL
Unruly,Disciplined_VL
Disorderly,Disciplined_VL
Earnest,Serious_VH
Solemn,Serious_VH
Grave,Serious_VH
Sober,Serious_VH
Humorless,Serious_H
Reverent,Serious_H
Facetious,Serious_L
Irreverent,Serious_L
Droll,Serious_L
Whimsical,Serious_L
Sarcastic,Serious_L
Ironic,Serious_L
Derisive,Serious_L
Snide,Serious_L
Caustic,Serious_L
Giddy,Serious_L
Humorous,Serious_VL
Silly,Serious_VL
Lighthearted,Serious_VL
Carefree,Serious_VL
Playful,Serious_VL
Frivolous,Serious_VL
Flippant,Serious_VL
Stylish,Esthetic_VH
Tasteful,Esthetic_VH
Fashionable,Esthetic_VH
Voguish,Esthetic_VH
Modish,Esthetic_H
Esthetic,Esthetic_H
Natty,Esthetic_H
Modern,Esthetic_H
Tasteless,Esthetic_L
Unfashionable,Esthetic_L
Unstylish,Esthetic_L
Boring,Esthetic_VL
Dull,Esthetic_VL
Uninspired,Esthetic_VL
Flat,Esthetic_VL
Empathetic,Compassionate_VH
Considerate,Compassionate_VH
Sympathetic,Compassionate_VH
Thoughtful,Compassionate_VH
Caring,Compassionate_VH
Solicitous,Compassionate_H
Sensitive,Compassionate_H
Understanding,Compassionate_H
Humane,Compassionate_H
Cruel,Compassionate_L
Barbaric,Compassionate_L
Brutish,Compassionate_L
Sadistic,Compassionate_L
Malevolent,Compassionate_L
Brutal,Compassionate_VL
Evil,Compassionate_VL
Savage,Compassionate_VL
Fierce,Compassionate_VL
Violent,Compassionate_VL
Ferocious,Compassionate_VL
Enthusiastic,Passionate_VH
Eager,Passionate_VH
Keen,Passionate_VH
Fanatical,Passionate_VH
Fiery,Passionate_VH
Obsessive,Passionate_VH
Intense,Passionate_VH
Avid,Passionate_H
Ardent,Passionate_H
Preoccupied,Passionate_H
Zealous,Passionate_H
Lukewarm,Passionate_L
Halfhearted,Passionate_L
Dispassionate,Passionate_VL
Apathetic,Passionate_VL
Prescient,Clairvoyant_VH
Farsighted,Clairvoyant_VH
Predictive,Clairvoyant_H
Visionary,Clairvoyant_H
Short-sighted,Clairvoyant_L
Myopic,Clairvoyant_L
Astigmatic,Clairvoyant_L
Nearsighted,Clairvoyant_VL
Blind,Clairvoyant_VL
Assertive,Forceful_VH
Authoritative,Forceful_VH
Vigorous,Forceful_VH
Domineering,Forceful_VH
Dominant,Forceful_VH
Adamant,Forceful_VH
Controlling,Forceful_VH
Commanding,Forceful_VH
Powerful,Forceful_VH
Pushy,Forceful_H
Strong,Forceful_H
Firm,Forceful_H
Insistent,Forceful_H
Unyielding,Forceful_H
Persistent,Forceful_H
Servile,Forceful_L
Obsequious,Forceful_L
Weak,Forceful_L
Submissive,Forceful_VL
Compliant,Forceful_VL
Fatalistic,Forceful_VL
Accepting,Forceful_VL
Resigned,Forceful_VL
Merciful,Forgiving_VH
Lenient,Forgiving_H
Malicious,Forgiving_L
Spiteful,Forgiving_L
Ruthless,Forgiving_L
Merciless,Forgiving_VL
Vindictive,Forgiving_VL
Vengeful,Forgiving_VL
Unforgiving,Forgiving_VL
Humble,Modest_VH
Meek,Modest_VH
Unassuming,Modest_VH
Deferential,Modest_H
Self-effacing,Modest_H
Haughty,Modest_L
Cocky,Modest_L
Pretentious,Modest_L
Affected,Modest_L
Conceited,Modest_VL
Boastful,Modest_VL
Vain,Modest_VL
Narcissistic,Modest_VL
Arrogant,Modest_VL
Individualistic,Independent_VH
Maverick,Independent_VH
Free-thinking,Independent_VH
