Word	Plurality	Gender	AnAbbreviationFor	AbbreviatedFrom	AnAcronymFor	irregularPluralForm	IsCompound	IsCountable	AcceptsZeroArticle	IsProperName	Compliments	BaseForm	Animacy	location	howCommon	commonRank	propBank	frame
Takehiro	--	Masculine	--	--	--	--	false	null	null	true	--	Takehiro	Human	false	-1.0	-1	--
Shyamantak	--	Masculine	--	--	--	--	false	null	null	true	--	Shyamantak	Human	false	-1.0	-1	--
Richard	--	Masculine	--	--	--	--	false	null	null	true	--	Richard	Human	false	-1.0	-1	--
El-sayed	--	Masculine	--	--	--	--	false	null	null	true	--	El-sayed	Human	false	-1.0	-1	--
Theresa	--	Feminine	--	--	--	--	false	null	null	true	--	Theresa	Human	false	-1.0	-1	--
Kawthar	--	Feminine	--	--	--	--	false	null	null	true	--	Kawthar	Human	false	-1.0	-1	--
Cathleen	--	Feminine	--	--	--	--	false	null	null	true	--	Cathleen	Human	false	-1.0	-1	--
Tequila	--	Feminine	--	--	--	--	false	null	null	true	--	Tequila	Human	false	-1.0	-1	--
Abhijvala	--	Masculine	--	--	--	--	false	null	null	true	--	Abhijvala	Human	false	-1.0	-1	--
Therese	--	Feminine	--	--	--	--	false	null	null	true	--	Therese	Human	false	-1.0	-1	--
Aki	--	Masculine	--	--	--	--	false	null	null	true	--	Aki	Human	false	-1.0	-1	--
Devdutta	--	Masculine	--	--	--	--	false	null	null	true	--	Devdutta	Human	false	-1.0	-1	--
Narihari	--	Masculine	--	--	--	--	false	null	null	true	--	Narihari	Human	false	-1.0	-1	--
Yunbo	--	Masculine	--	--	--	--	false	null	null	true	--	Yunbo	Human	false	-1.0	-1	--
Dion	--	Masculine	--	--	--	--	false	null	null	true	--	Dion	Human	false	-1.0	-1	--
Yatin	--	Masculine	--	--	--	--	false	null	null	true	--	Yatin	Human	false	-1.0	-1	--
Suzy	--	Feminine	--	--	--	--	false	null	null	true	--	Suzy	Human	false	-1.0	-1	--
Zina	--	Feminine	--	--	--	--	false	null	null	true	--	Zina	Human	false	-1.0	-1	--
Giovanni	--	Masculine	--	--	--	--	false	null	null	true	--	Giovanni	Human	false	-1.0	-1	--
Cierra	--	Feminine	--	--	--	--	false	null	null	true	--	Cierra	Human	false	-1.0	-1	--
Ambuj	--	Masculine	--	--	--	--	false	null	null	true	--	Ambuj	Human	false	-1.0	-1	--
Shamindra	--	Masculine	--	--	--	--	false	null	null	true	--	Shamindra	Human	false	-1.0	-1	--
Giovanna	--	Feminine	--	--	--	--	false	null	null	true	--	Giovanna	Human	false	-1.0	-1	--
Elsa	--	Feminine	--	--	--	--	false	null	null	true	--	Elsa	Human	false	-1.0	-1	--
Garrett	--	Masculine	--	--	--	--	false	null	null	true	--	Garrett	Human	false	-1.0	-1	--
Else	--	Feminine	--	--	--	--	false	null	null	true	--	Else	Human	false	-1.0	-1	--
Elsi	--	Feminine	--	--	--	--	false	null	null	true	--	Elsi	Human	false	-1.0	-1	--
Daiwik	--	Masculine	--	--	--	--	false	null	null	true	--	Daiwik	Human	false	-1.0	-1	--
Rupesh	--	Masculine	--	--	--	--	false	null	null	true	--	Rupesh	Human	false	-1.0	-1	--
Ali	--	Masculine	--	--	--	--	false	null	null	true	--	Ali	Human	false	-1.0	-1	--
Hokichi	--	Masculine	--	--	--	--	false	null	null	true	--	Hokichi	Human	false	-1.0	-1	--
Aadita	--	Feminine	--	--	--	--	false	null	null	true	--	Aadita	Human	false	-1.0	-1	--
