Word	Plurality	Gender	AnAbbreviationFor	AbbreviatedFrom	AnAcronymFor	irregularPluralForm	IsCompound	IsCountable	AcceptsZeroArticle	IsProperName	Compliments	BaseForm	Animacy	location	howCommon	commonRank	propBank	frame
Iwo	--	Neuter	--	--	--	--	false	null	null	true	--	Iwo	Inanimate	true	-1.0	-1	--
Nagoya	--	Neuter	--	--	--	--	false	null	null	true	--	Nagoya	Inanimate	true	-1.0	-1	--
Kent	--	Neuter	--	--	--	--	false	null	null	true	--	Kent	Inanimate	true	-1.0	-1	--
Tampico	--	Neuter	--	--	--	--	false	null	null	true	--	Tampico	Inanimate	true	-1.0	-1	--
Myingyan	--	Neuter	--	--	--	--	false	null	null	true	--	Myingyan	Inanimate	true	-1.0	-1	--
Sao tome and principe	--	Neuter	--	--	--	--	true	null	null	true	--	Sao tome and principe	Inanimate	true	-1.0	-1	--
Darbhanga	--	Neuter	--	--	--	--	false	null	null	true	--	Darbhanga	Inanimate	true	-1.0	-1	--
Minnesota	--	Neuter	--	--	--	--	false	null	null	true	--	Minnesota	Inanimate	true	-1.0	-1	--
Nuevo laredo	--	Neuter	--	--	--	--	true	null	null	true	--	Nuevo laredo	Inanimate	true	-1.0	-1	--
Severodvinsk	--	Neuter	--	--	--	--	false	null	null	true	--	Severodvinsk	Inanimate	true	-1.0	-1	--
Berezniki	--	Neuter	--	--	--	--	false	null	null	true	--	Berezniki	Inanimate	true	-1.0	-1	--
Lorica	--	Neuter	--	--	--	--	false	null	null	true	--	Lorica	Inanimate	true	-1.0	-1	--
Ramgarh	--	Neuter	--	--	--	--	false	null	null	true	--	Ramgarh	Inanimate	true	-1.0	-1	--
Kakegawa	--	Neuter	--	--	--	--	false	null	null	true	--	Kakegawa	Inanimate	true	-1.0	-1	--
Niigata	--	Neuter	--	--	--	--	false	null	null	true	--	Niigata	Inanimate	true	-1.0	-1	--
Eastbourne	--	Neuter	--	--	--	--	false	null	null	true	--	Eastbourne	Inanimate	true	-1.0	-1	--
Sorsogon city	--	Neuter	--	--	--	--	true	null	null	true	--	Sorsogon city	Inanimate	true	-1.0	-1	--
Benin	--	Neuter	--	--	--	--	false	null	null	true	--	Benin	Inanimate	true	-1.0	-1	--
Casablanca	--	Neuter	--	--	--	--	false	null	null	true	--	Casablanca	Inanimate	true	-1.0	-1	--
Ciénaga	--	Neuter	--	--	--	--	false	null	null	true	--	Ciénaga	Inanimate	true	-1.0	-1	--
Chungju	--	Neuter	--	--	--	--	false	null	null	true	--	Chungju	Inanimate	true	-1.0	-1	--
Kyzylorda	--	Neuter	--	--	--	--	false	null	null	true	--	Kyzylorda	Inanimate	true	-1.0	-1	--
Hangzhou	--	Neuter	--	--	--	--	false	null	null	true	--	Hangzhou	Inanimate	true	-1.0	-1	--
Sagay	--	Neuter	--	--	--	--	false	null	null	true	--	Sagay	Inanimate	true	-1.0	-1	--
Mongolia	--	Neuter	--	--	--	--	false	null	null	true	--	Mongolia	Inanimate	true	-1.0	-1	--
Morocco	--	Neuter	--	--	--	--	false	null	null	true	--	Morocco	Inanimate	true	-1.0	-1	--
Sagar	--	Neuter	--	--	--	--	false	null	null	true	--	Sagar	Inanimate	true	-1.0	-1	--
Blumenau	--	Neuter	--	--	--	--	false	null	null	true	--	Blumenau	Inanimate	true	-1.0	-1	--
Veracruz	--	Neuter	--	--	--	--	false	null	null	true	--	Veracruz	Inanimate	true	-1.0	-1	--
Broken arrow	--	Neuter	--	--	--	--	true	null	null	true	--	Broken arrow	Inanimate	true	-1.0	-1	--
