Word,VerbType,Transivity,Tense,Aspect,Person,Phrasal,IsInfinitive
prespeculating,--,Intransitive,--,--,N/A,No,null
preface,--,Transitive,--,--,N/A,No,null
prebeset,--,Transitive,--,--,N/A,No,null
preinstall,--,Transitive,--,--,N/A,No,null
voting,--,--,--,--,N/A,No,null
had,Auxilary,--,Past,--,N/A,No,false
reappraised,--,Transitive,Past,--,N/A,No,null
align,--,Transitive,--,--,N/A,No,null
lynch,--,Transitive,--,--,N/A,No,null
secure,--,Transitive,--,--,N/A,No,null
guided,--,--,Past,--,N/A,No,null
hae,--,--,--,--,N/A,No,null
melodized,--,--,Past,--,N/A,No,null
literalise,--,Transitive,--,--,N/A,No,null
precelebrating,--,--,--,--,N/A,No,null
pregraded,--,Transitive,Past,--,N/A,No,null
ham,--,tran=np+tran=np;part(up),--,--,N/A,No,null
school,--,Ambitransitive,--,--,N/A,No,null
hap,--,tran=pphr(on+np)+tran=pphr(upon+np)+tran=pphr(in+np),--,--,N/A,No,null
hat,--,--,--,--,N/A,No,null
has,Auxilary,--,Present,--,Third,No,false
lath,--,Transitive,--,--,N/A,No,null
jettison,--,Transitive,--,--,N/A,No,null
wast,--,--,--,--,N/A,No,null
haw,--,Intransitive,--,--,N/A,No,null
brush,--,Ambitransitive,--,--,N/A,No,null
hay,--,Transitive,--,--,N/A,No,null
facsimile,--,--,--,--,N/A,No,null
last,--,Transitive,--,--,N/A,No,null
Irishise,--,Transitive,--,--,N/A,No,null
wash,--,Ambitransitive,--,--,N/A,No,null
weight,--,Transitive,--,--,N/A,No,null
hieing,--,--,--,--,N/A,No,null
warn,--,Transitive,--,--,N/A,No,null
warm,--,Intransitive,--,--,N/A,No,null
measure,--,Intransitive,--,--,N/A,No,null
misgrading,--,--,--,--,N/A,No,null
wark,--,Intransitive,--,--,N/A,No,null
lase,--,Intransitive,--,--,N/A,No,null
lash,--,Transitive,--,--,N/A,No,null
repacifying,--,Transitive,--,--,N/A,No,null
concertising,--,Intransitive,--,--,N/A,No,null
warp,--,Transitive,--,--,N/A,No,null
prank,--,Ambitransitive,--,--,N/A,No,null
subcompensating,--,Transitive,--,--,N/A,No,null
intervolve,--,Ambitransitive,--,--,N/A,No,null
squall,--,Intransitive,--,--,N/A,No,null
prang,--,--,--,--,N/A,No,null
legalized,--,Transitive,Past,--,N/A,No,null
interpervading,--,Transitive,--,--,N/A,No,null
dried,--,--,Past,--,N/A,No,null
overmodifying,--,--,--,--,N/A,No,null
toady,--,Ambitransitive,--,--,N/A,No,null
wave,--,Intransitive,--,--,N/A,No,null
overdrink,--,Transitive,--,--,N/A,No,null
squabble,--,Intransitive,--,--,N/A,No,null
awaking,--,--,--,--,N/A,No,null
codifying,--,Transitive,--,--,N/A,No,null
lave,--,--,--,--,N/A,No,null
waul,--,Intransitive,--,--,N/A,No,null
wauk,--,Intransitive,--,--,N/A,No,null
evangelised,--,Ambitransitive,Past,--,N/A,No,null
undemocratize,--,Transitive,--,--,N/A,No,null
steady,--,tran=np,--,--,N/A,No,null
overafflict,--,Transitive,--,--,N/A,No,null
attenuate,--,Transitive,--,--,N/A,No,null
tantalise,--,Transitive,--,--,N/A,No,null
countersunk,--,--,--,--,N/A,No,null
juxtapose,--,Transitive,--,--,N/A,No,null
dangled,--,--,Past,--,N/A,No,null
reserving,--,--,--,--,N/A,No,null
exult,--,Intransitive,--,--,N/A,No,null
ionizing,--,--,--,--,N/A,No,null
enthronise,--,Transitive,--,--,N/A,No,null
outbegging,--,Transitive,--,--,N/A,No,null
wager,--,Transitive,--,--,N/A,No,null
laud,--,Transitive,--,--,N/A,No,null
secularize,--,Transitive,--,--,N/A,No,null
observing,--,--,--,--,N/A,No,null
imbolden,--,Transitive,--,--,N/A,No,null
indued,--,Transitive,Past,--,N/A,No,null
hirsling,--,Intransitive,--,--,N/A,No,null
underboom,--,--,--,--,N/A,No,null
outfrown,--,Transitive,--,--,N/A,No,null
prate,--,Intransitive,--,--,N/A,No,null
hem,--,Transitive,--,--,N/A,No,null
adsorb,--,tran=np,--,--,N/A,No,null
squawk,--,Intransitive,--,--,N/A,No,null
theatricalizing,--,Transitive,--,--,N/A,No,null
het,--,--,--,--,N/A,No,null
preimpart,--,Transitive,--,--,N/A,No,null
befoul,--,Transitive,--,--,N/A,No,null
hex,--,Transitive,--,--,N/A,No,null
brain-trust,--,Transitive,--,--,N/A,No,null
hew,--,Ambitransitive,--,--,N/A,No,null
reshower,--,--,--,--,N/A,No,null
wawa,--,Intransitive,--,--,N/A,No,null
wawl,--,--,--,--,N/A,No,null
outvalued,--,Transitive,Past,--,N/A,No,null
dawdle,--,Intransitive,--,--,N/A,No,null
dialyzing,--,--,--,--,N/A,No,null
prestraighten,--,Transitive,--,--,N/A,No,null
encaged,--,Transitive,Past,--,N/A,No,null
double-timing,--,--,--,--,N/A,No,null
outsparkle,--,Transitive,--,--,N/A,No,null
overimitate,--,Transitive,--,--,N/A,No,null
repaint,--,Transitive,--,--,N/A,No,null
worship,--,Ambitransitive,--,--,N/A,No,null
piffling,--,--,--,--,N/A,No,null
take up,--,--,--,--,N/A,Seperable,null
unpotted,--,Transitive,Past,--,N/A,No,null
immobilising,--,Transitive,--,--,N/A,No,null
outbanned,--,Transitive,Past,--,N/A,No,null
doubled,--,--,Past,--,N/A,No,null
smarm,--,Transitive,--,--,N/A,No,null
disqualify,--,tran=np+ditran=np+pphr(from+np)+ditran=np+pphr(for+np),--,--,N/A,No,null
Germanized,--,Ambitransitive,Past,--,N/A,No,null
overintensify,--,--,--,--,N/A,No,null
overfag,--,--,--,--,N/A,No,null
unzip,--,tran=np,--,--,N/A,No,null
alien,--,Transitive,--,--,N/A,No,null
intonate,--,Transitive,--,--,N/A,No,null
smart,--,tran=pphr(under+np)+tran=pphr(over+np),--,--,N/A,No,null
laze,--,Intransitive,--,--,N/A,No,null
trepanning,--,--,--,--,N/A,No,null
interspacing,--,--,--,--,N/A,No,null
maternalised,--,Transitive,Past,--,N/A,No,null
smash,--,Ambitransitive,--,--,N/A,No,null
take to,--,Intransitive,--,--,N/A,Seperable,null
homologised,--,Ambitransitive,Past,--,N/A,No,null
nipped,--,--,Past,--,N/A,No,null
resentence,--,Transitive,--,--,N/A,No,null
predecreed,--,Transitive,Past,--,N/A,No,null
chaw,--,--,--,--,N/A,No,null
chat,--,Ambitransitive,--,--,N/A,No,null
char,--,Transitive,--,--,N/A,No,null
panned,--,--,Past,--,N/A,No,null
chap,--,tran=np,--,--,N/A,No,null
cudgelled,--,--,Past,--,N/A,No,null
gallant,--,Transitive,--,--,N/A,No,null
hid,--,--,--,--,N/A,No,null
hie,--,cplxtran=np,advbl,--,--,N/A,No,null
prewrapping,--,Transitive,--,--,N/A,No,null
stenograph,--,Transitive,--,--,N/A,No,null
epiphanising,--,Transitive,--,--,N/A,No,null
gravelling,--,--,--,--,N/A,No,null
perspire,--,--,--,--,N/A,No,null
bruit,--,tran=fincomp(t):subj;part(abroad)+tran=fincomp(t):subj;part(about),--,--,N/A,No,null
ionized,--,--,Past,--,N/A,No,null
underlaying,--,--,--,--,N/A,No,null
hit,--,Ditransitive,--,--,N/A,No,null
squash,--,Ambitransitive,--,--,N/A,No,null
enfacing,--,Transitive,--,--,N/A,No,null
hatcheling,--,--,--,--,N/A,No,null
forebode,--,tran=np+tran=fincomp(t),--,--,N/A,No,null
touzle,--,--,--,--,N/A,No,null
generalising,--,Intransitive,--,--,N/A,No,null
razeed,--,--,Past,--,N/A,No,null
croak,--,Intransitive,--,--,N/A,No,null
overidealize,--,--,--,--,N/A,No,null
tell off,--,Transitive,--,--,N/A,NotSeperable,null
ruddling,--,--,--,--,N/A,No,null
Hellenise,--,Ambitransitive,--,--,N/A,No,null
square,--,Ambitransitive,--,--,N/A,No,null
deoxygenize,--,Transitive,--,--,N/A,No,null
outechoed,--,Transitive,Past,--,N/A,No,null
undemocratise,--,Transitive,--,--,N/A,No,null
debilitate,--,Transitive,--,--,N/A,No,null
overdrive,--,Transitive,--,--,N/A,No,null
dialogising,--,Intransitive,--,--,N/A,No,null
wagon,--,Transitive,--,--,N/A,No,null
enthronize,--,Transitive,--,--,N/A,No,null
recalesce,--,Intransitive,--,--,N/A,No,null
palladized,--,Transitive,Past,--,N/A,No,null
ridging,--,--,--,--,N/A,No,null
underboil,--,--,--,--,N/A,No,null
prebreathing,--,Transitive,--,--,N/A,No,null
beguile,--,tran=np+ditran=np+pphr(with+np)+ditran=np+pphr(by+ingcomp:subjc)+ditran=np+pphr(into+ingcomp:subjc)+ditran=np+pphr(out of+np)+cplxtran=np+pphr(into+ingcomp:objc)+cplxtran=np+pphr(out of+np)+cplxtran=np+pphr(out of+ingcomp:objc)+cplxtran=np+pphr(into+np),--,--,N/A,No,null
glaired,--,Transitive,Past,--,N/A,No,null
befool,--,Transitive,--,--,N/A,No,null
resolder,--,tran=np,--,--,N/A,No,null
devolved,--,--,Past,--,N/A,No,null
gastrulating,--,Intransitive,--,--,N/A,No,null
tropicalize,--,Transitive,--,--,N/A,No,null
crock,--,Ambitransitive,--,--,N/A,No,null
unkenneling,--,--,--,--,N/A,No,null
deserve,--,Ambitransitive,--,--,N/A,No,null
dissimilated,--,Transitive,Past,--,N/A,No,null
debug,--,tran=np,--,--,N/A,No,null
exude,--,Transitive,--,--,N/A,No,null
restore,--,Transitive,--,--,N/A,No,null
habituated,--,Transitive,Past,--,N/A,No,null
outfroth,--,Transitive,--,--,N/A,No,null
alibi,--,Transitive,--,--,N/A,No,null
flimflammed,--,--,Past,--,N/A,No,null
chitchatting,--,--,--,--,N/A,No,null
preacquit,--,Transitive,--,--,N/A,No,null
rearisen,--,Intransitive,--,--,N/A,No,null
winkled,--,--,Past,--,N/A,No,null
debus,--,--,--,--,N/A,No,null
misconstrue,--,tran=np,--,--,N/A,No,null
take on,--,Intransitive,--,--,N/A,Seperable,null
suburbanizing,--,Transitive,--,--,N/A,No,null
chew,--,Intransitive,--,--,N/A,No,null
outstepped,--,Transitive,Past,--,N/A,No,null
ferret,--,Ambitransitive,--,--,N/A,No,null
deglamorized,--,Transitive,Past,--,N/A,No,null
involuting,--,--,--,--,N/A,No,null
stride,--,Transitive,--,--,N/A,No,null
readjourn,--,--,--,--,N/A,No,null
skimming,--,--,--,--,N/A,No,null
bleach,--,tran=np,--,--,N/A,No,null
underquote,--,Transitive,--,--,N/A,No,null
visualized,--,--,Past,--,N/A,No,null
nictitate,--,--,--,--,N/A,No,null
distort,--,Transitive,--,--,N/A,No,null
misperform,--,--,--,--,N/A,No,null
clotured,--,--,Past,--,N/A,No,null
intermazed,--,Transitive,Past,--,N/A,No,null
dealt,--,--,--,--,N/A,No,null
misthrowing,--,--,--,--,N/A,No,null
fimbriate,--,--,--,--,N/A,No,null
hob,--,--,--,--,N/A,No,null
pronominalize,--,Transitive,--,--,N/A,No,null
cross-fade,--,--,--,--,N/A,No,null
hoe,--,tran=np,--,--,N/A,No,null
adulterating,--,--,--,--,N/A,No,null
hog,--,tran=np,--,--,N/A,No,null
advantaged,--,--,Past,--,N/A,No,null
gyrated,--,--,Past,--,N/A,No,null
overexposing,--,Transitive,--,--,N/A,No,null
superabhor,--,Transitive,--,--,N/A,No,null
relead,--,Transitive,--,--,N/A,No,null
shiver,--,Intransitive,--,--,N/A,No,null
hop,--,Intransitive,--,--,N/A,No,null
cited,--,Transitive,Past,--,N/A,No,null
demoting,--,Transitive,--,--,N/A,No,null
dredged,--,Transitive,Past,--,N/A,No,null
liquor,--,--,--,--,N/A,No,null
poetize,--,Intransitive,--,--,N/A,No,null
red-dogged,--,--,Past,--,N/A,No,null
lubricate,--,Ambitransitive,--,--,N/A,No,null
disburden,--,Transitive,--,--,N/A,No,null
kalsomined,--,Transitive,Past,--,N/A,No,null
water-soak,--,Transitive,--,--,N/A,No,null
lasing,--,Intransitive,--,--,N/A,No,null
blare,--,tran=np;part(out),--,--,N/A,No,null
commeasure,--,Transitive,--,--,N/A,No,null
Aryanising,--,Transitive,--,--,N/A,No,null
restrapped,--,Transitive,Past,--,N/A,No,null
chip,--,tran=np+tran=np;part(away)+tran=pphr(at+np);part(away);noprtmvt+tran=pphr(with+np);part(in);noprtmvt+tran=pphr(off+np)+tran=infcomp:arbc;part(in)+cplxtran=np+pphr(of+np);part(off),--,--,N/A,No,null
chin,--,tran=np+tran=np;part(up);nopass,--,--,N/A,No,null
prewrap,--,Transitive,--,--,N/A,No,null
reindorse,--,Transitive,--,--,N/A,No,null
dragged,--,--,Past,--,N/A,No,null
intertrace,--,Transitive,--,--,N/A,No,null
blast,--,Transitive,--,--,N/A,No,null
splosh,--,Ambitransitive,--,--,N/A,No,null
reexperiencing,--,--,--,--,N/A,No,null
outequivocated,--,Transitive,Past,--,N/A,No,null
answer,--,Ambitransitive,--,--,N/A,No,null
underscore,--,Transitive,--,--,N/A,No,null
ambling,--,--,--,--,N/A,No,null
depersonalised,--,Transitive,Past,--,N/A,No,null
restored,--,Transitive,Past,--,N/A,No,null
rewear,--,--,--,--,N/A,No,null
bear up,--,Intransitive,--,--,N/A,NotSeperable,null
levitated,--,--,Past,--,N/A,No,null
aggregating,--,--,--,--,N/A,No,null
blockade,--,tran=np,--,--,N/A,No,null
totalling,--,--,--,--,N/A,No,null
undertruss,--,Transitive,--,--,N/A,No,null
vising,--,--,--,--,N/A,No,null
vanish,--,Intransitive,--,--,N/A,No,null
stargaze,--,Intransitive,--,--,N/A,No,null
nephrectomize,--,Transitive,--,--,N/A,No,null
liftoff,--,Intransitive,--,--,N/A,No,null
overprotect,--,Transitive,--,--,N/A,No,null
salt out,--,--,--,--,N/A,NotSeperable,null
underscoop,--,Transitive,--,--,N/A,No,null
bullwhip,--,--,--,--,N/A,No,null
preenumerated,--,Transitive,Past,--,N/A,No,null
underseeing,--,Intransitive,--,--,N/A,No,null
liberalize,--,--,--,--,N/A,No,null
rematerializing,--,--,--,--,N/A,No,null
vision,--,Transitive,--,--,N/A,No,null
wanned,--,--,Past,--,N/A,No,null
put down,--,Transitive,--,--,N/A,Seperable,null
batteling,--,--,--,--,N/A,No,null
blame,--,Transitive,--,--,N/A,No,null
jargonised,--,Intransitive,Past,--,N/A,No,null
overdiscipline,--,--,--,--,N/A,No,null
reckon,--,Ambitransitive,--,--,N/A,No,null
abet,--,tran=np+ditran=np+pphr(in+np),--,--,N/A,No,null
tetanizing,--,Transitive,--,--,N/A,No,null
prologuizing,--,Intransitive,--,--,N/A,No,null
blank,--,Transitive,--,--,N/A,No,null
slip up,--,Intransitive,--,--,N/A,NotSeperable,null
sharp-ffroze,--,Transitive,--,--,N/A,No,null
ingratiate,--,Transitive,--,--,N/A,No,null
synonymised,--,Transitive,Past,--,N/A,No,null
abnormalize,--,Transitive,--,--,N/A,No,null
tumefying,--,Ambitransitive,--,--,N/A,No,null
outraving,--,Transitive,--,--,N/A,No,null
averaged,--,--,Past,--,N/A,No,null
absolving,--,Transitive,--,--,N/A,No,null
interspace,--,Transitive,--,--,N/A,No,null
oscillated,--,--,Past,--,N/A,No,null
vapour,--,Intransitive,--,--,N/A,No,null
decentre,--,Transitive,--,--,N/A,No,null
lumber,--,Ambitransitive,--,--,N/A,No,null
unzoned,--,Transitive,Past,--,N/A,No,null
etherize,--,Transitive,--,--,N/A,No,null
kittlest,--,--,--,--,N/A,No,null
guesstimating,--,--,--,--,N/A,No,null
die down,--,Intransitive,--,--,N/A,NotSeperable,null
fortuned,--,--,Past,--,N/A,No,null
superemphasize,--,Transitive,--,--,N/A,No,null
overeat,--,Intransitive,--,--,N/A,No,null
rodomontade,--,Intransitive,--,--,N/A,No,null
preinhering,--,Intransitive,--,--,N/A,No,null
sceptred,--,Transitive,Past,--,N/A,No,null
chinning,--,--,--,--,N/A,No,null
interrhyming,--,Intransitive,--,--,N/A,No,null
vialling,--,--,--,--,N/A,No,null
ebonize,--,Transitive,--,--,N/A,No,null
hug,--,Transitive,--,--,N/A,No,null
titivating,--,Transitive,--,--,N/A,No,null
prederive,--,Transitive,--,--,N/A,No,null
hum,--,Intransitive,--,--,N/A,No,null
burgled,--,Ambitransitive,Past,--,N/A,No,null
envy,--,tran=np+ditran=np,np,--,--,N/A,No,null
outsnored,--,Transitive,Past,--,N/A,No,null
hut,--,--,--,--,N/A,No,null
reconsecrating,--,Transitive,--,--,N/A,No,null
bemaul,--,Transitive,--,--,N/A,No,null
bilged,--,--,Past,--,N/A,No,null
liming,--,--,--,--,N/A,No,null
engrain,--,tran=np+tran=pphr(in+np)+tran=pphr(with+np)+tran=pphr(into+np),--,--,N/A,No,null
cold-drawing,--,Transitive,--,--,N/A,No,null
engrail,--,Transitive,--,--,N/A,No,null
underoxidising,--,Transitive,--,--,N/A,No,null
fabricating,--,Transitive,--,--,N/A,No,null
electrocute,--,Transitive,--,--,N/A,No,null
hiccuping,--,--,--,--,N/A,No,null
chop,--,Ambitransitive,--,--,N/A,No,null
ambuscade,--,--,--,--,N/A,No,null
outscored,--,Transitive,Past,--,N/A,No,null
reenforced,--,Transitive,Past,--,N/A,No,null
procuring,--,--,--,--,N/A,No,null
cogitating,--,--,--,--,N/A,No,null
baksheesh,--,--,--,--,N/A,No,null
outcheat,--,Transitive,--,--,N/A,No,null
resubstantiated,--,Transitive,Past,--,N/A,No,null
reweld,--,--,--,--,N/A,No,null
unspanning,--,Transitive,--,--,N/A,No,null
dacker,--,Intransitive,--,--,N/A,No,null
decolorising,--,Transitive,--,--,N/A,No,null
fowent,--,Transitive,--,--,N/A,No,null
precondemn,--,Transitive,--,--,N/A,No,null
set down,--,Transitive,--,--,N/A,Seperable,null
degenerated,--,--,Past,--,N/A,No,null
enthroning,--,Transitive,--,--,N/A,No,null
freelanced,--,--,Past,--,N/A,No,null
precomment,--,--,--,--,N/A,No,null
add up,--,Intransitive,--,--,N/A,Seperable,null
malfunction,--,Intransitive,--,--,N/A,No,null
outjourneying,--,Transitive,--,--,N/A,No,null
spark off,--,Transitive,--,--,N/A,NotSeperable,null
travail,--,Intransitive,--,--,N/A,No,null
derogated,--,--,Past,--,N/A,No,null
synchronising,--,Intransitive,--,--,N/A,No,null
strike,--,Ambitransitive,--,--,N/A,No,null
smack,--,Intransitive,--,--,N/A,No,null
prefreeze,--,Transitive,--,--,N/A,No,null
decenter,--,Transitive,--,--,N/A,No,null
trigger,--,Transitive,--,--,N/A,No,null
revelling,--,--,--,--,N/A,No,null
interpenetrated,--,--,Past,--,N/A,No,null
dolomitizing,--,Transitive,--,--,N/A,No,null
engraft,--,Transitive,--,--,N/A,No,null
trigged,--,--,Past,--,N/A,No,null
re-tracing,--,Transitive,--,--,N/A,No,null
undertying,--,Transitive,--,--,N/A,No,null
reauthenticate,--,Transitive,--,--,N/A,No,null
crizzled,--,Ambitransitive,Past,--,N/A,No,null
engulf,--,Transitive,--,--,N/A,No,null
tank up,--,--,--,--,N/A,NotSeperable,null
tantalize,--,Transitive,--,--,N/A,No,null
accroach,--,Transitive,--,--,N/A,No,null
speak out,--,Intransitive,--,--,N/A,NotSeperable,null
chum,--,tran=pphr(with+np)+tran=pphr(with+np);part(up),--,--,N/A,No,null
lay off,--,Ambitransitive,--,--,N/A,NotSeperable,null
subgaping,--,Intransitive,--,--,N/A,No,null
extrude,--,Transitive,--,--,N/A,No,null
chug,--,--,--,--,N/A,No,null
depurated,--,Ambitransitive,Past,--,N/A,No,null
keratinized,--,Ambitransitive,Past,--,N/A,No,null
prebesetting,--,Transitive,--,--,N/A,No,null
kyanized,--,Transitive,Past,--,N/A,No,null
immure,--,Transitive,--,--,N/A,No,null
confiscate,--,Transitive,--,--,N/A,No,null
recataloguing,--,Transitive,--,--,N/A,No,null
disafforest,--,Transitive,--,--,N/A,No,null
baaed,--,--,Past,--,N/A,No,null
dematerialised,--,Ambitransitive,Past,--,N/A,No,null
present,--,Transitive,--,--,N/A,No,null
aromatized,--,Transitive,Past,--,N/A,No,null
overdigest,--,--,--,--,N/A,No,null
remodel,--,Transitive,--,--,N/A,No,null
tousling,--,--,--,--,N/A,No,null
heathenized,--,--,Past,--,N/A,No,null
disabused,--,Transitive,Past,--,N/A,No,null
resituate,--,Transitive,--,--,N/A,No,null
deglutinate,--,Transitive,--,--,N/A,No,null
ameliorating,--,Ambitransitive,--,--,N/A,No,null
ruck,--,Intransitive,--,--,N/A,No,null
letch,--,--,--,--,N/A,No,null
redistinguish,--,--,--,--,N/A,No,null
zoom in,--,Intransitive,--,--,N/A,NotSeperable,null
unweave,--,Transitive,--,--,N/A,No,null
relend,--,Transitive,--,--,N/A,No,null
bedrabbled,--,Transitive,Past,--,N/A,No,null
imparadising,--,Transitive,--,--,N/A,No,null
cognizing,--,Transitive,--,--,N/A,No,null
master,--,Transitive,--,--,N/A,No,null
nose out,--,Transitive,--,--,N/A,NotSeperable,null
relent,--,Intransitive,--,--,N/A,No,null
intermediated,--,Intransitive,Past,--,N/A,No,null
rechanneled,--,Transitive,Past,--,N/A,No,null
annoy,--,Ambitransitive,--,--,N/A,No,null
Hibernicizing,--,Transitive,--,--,N/A,No,null
profess,--,Transitive,--,--,N/A,No,null
reattest,--,Transitive,--,--,N/A,No,null
outpaced,--,Transitive,Past,--,N/A,No,null
moralizing,--,--,--,--,N/A,No,null
discombobulating,--,Transitive,--,--,N/A,No,null
remonetize,--,Transitive,--,--,N/A,No,null
binned,--,--,Past,--,N/A,No,null
reflect,--,Ambitransitive,--,--,N/A,No,null
rued,--,--,Past,--,N/A,No,null
backcomb,--,--,--,--,N/A,No,null
bungle,--,Transitive,--,--,N/A,No,null
redelegated,--,Transitive,Past,--,N/A,No,null
spindled,--,--,Past,--,N/A,No,null
outvoice,--,Transitive,--,--,N/A,No,null
rubber stamp,--,--,--,--,N/A,NotSeperable,null
baby-sitting,--,Intransitive,--,--,N/A,No,null
wafer,--,Transitive,--,--,N/A,No,null
propelling,--,Transitive,--,--,N/A,No,null
hypophysectomizing,--,Transitive,--,--,N/A,No,null
ideologizing,--,Transitive,--,--,N/A,No,null
go slow,--,Intransitive,--,--,N/A,NotSeperable,null
lead off,--,--,--,--,N/A,NotSeperable,null
crankling,--,Intransitive,--,--,N/A,No,null
debar,--,tran=np+ditran=np+pphr(from+ingcomp:objc)+ditran=np+pphr(from+np),--,--,N/A,No,null
prehesitated,--,Intransitive,Past,--,N/A,No,null
contravened,--,Transitive,Past,--,N/A,No,null
overrefine,--,--,--,--,N/A,No,null
intersole,--,Transitive,--,--,N/A,No,null
rebraced,--,Transitive,Past,--,N/A,No,null
outthought,--,Transitive,--,--,N/A,No,null
promulgate,--,Transitive,--,--,N/A,No,null
etherify,--,tran=np,--,--,N/A,No,null
archaizing,--,--,--,--,N/A,No,null
Gnosticising,--,Intransitive,--,--,N/A,No,null
debag,--,--,--,--,N/A,No,null
retaliate,--,Intransitive,--,--,N/A,No,null
trachling,--,--,--,--,N/A,No,null
undouble,--,Transitive,--,--,N/A,No,null
intervening,--,Intransitive,--,--,N/A,No,null
tabletted,--,--,Past,--,N/A,No,null
mismate,--,Ambitransitive,--,--,N/A,No,null
